lbp_0,lbp_1,lbp_2,lbp_3,lbp_4,lbp_5,lbp_6,lbp_7,lbp_8,lbp_9,lbp_10,lbp_11,lbp_12,lbp_13,lbp_14,lbp_15,lbp_16,lbp_17,label
0.04569629579782486,0.02966296300292015,0.027722222730517387,0.029455555602908134,0.03131851926445961,0.04005185142159462,0.049751851707696915,0.06325925886631012,0.0667148157954216,0.06541851907968521,0.05299629643559456,0.04340000078082085,0.034566666930913925,0.03534074127674103,0.034562963992357254,0.028340740129351616,0.057362962514162064,0.26437777280807495,2.0
0.04287407547235489,0.02697036974132061,0.02535185217857361,0.028018519282341003,0.030948149040341377,0.04114444553852081,0.05474814772605896,0.07484444230794907,0.08086666464805603,0.07422222197055817,0.056562963873147964,0.04458518698811531,0.03476666659116745,0.03278518468141556,0.030940741300582886,0.025529630482196808,0.05272222310304642,0.24211852252483368,2.0
0.03838888928294182,0.024081481620669365,0.025303702801465988,0.029999999329447746,0.03309629485011101,0.04511111229658127,0.05727037042379379,0.07598518580198288,0.08177407085895538,0.07560370117425919,0.05912592634558678,0.04734444618225098,0.03700370341539383,0.03522222116589546,0.03185926005244255,0.02352963015437126,0.052129629999399185,0.22717036306858063,2.0
0.0501222237944603,0.029400000348687172,0.029999999329447746,0.02984074130654335,0.03271851688623428,0.04089999943971634,0.05057036876678467,0.06709259003400803,0.07352963089942932,0.06405555456876755,0.0477222204208374,0.03983703628182411,0.03274074196815491,0.03289259225130081,0.03342592716217041,0.02943333424627781,0.05945555493235588,0.25626295804977417,2.0
0.027133332565426826,0.019099999219179153,0.020081480965018272,0.025688888505101204,0.027159258723258972,0.04023703560233116,0.05728888884186745,0.09701481461524963,0.11748889088630676,0.10198518633842468,0.0684296265244484,0.051948148757219315,0.035633333027362823,0.03411111235618591,0.029581481590867043,0.019233332946896553,0.04880740866065025,0.17907777428627014,2.0
0.03526296466588974,0.025077776983380318,0.023729629814624786,0.025796296074986458,0.026729630306363106,0.03687777742743492,0.05022592470049858,0.08571851998567581,0.11305925995111465,0.09139629453420639,0.05679259076714516,0.043166667222976685,0.03276296332478523,0.032677777111530304,0.03069259226322174,0.023681482300162315,0.05749259144067764,0.20885926485061646,2.0
0.04185555502772331,0.031870368868112564,0.023533333092927933,0.025740740820765495,0.025340741500258446,0.035370368510484695,0.042537037283182144,0.05603333190083504,0.05398888885974884,0.05941851809620857,0.0500333346426487,0.04421481490135193,0.03293703868985176,0.03642222285270691,0.03813333436846733,0.03011111170053482,0.0710444450378418,0.30141481757164,2.0
0.049707408994436264,0.03229259327054024,0.02790740691125393,0.028918517753481865,0.029985185712575912,0.03782222047448158,0.04467777907848358,0.0543370358645916,0.05517037212848663,0.05506296455860138,0.04578148201107979,0.04161481559276581,0.03432963043451309,0.03692962974309921,0.03745555505156517,0.03060370311141014,0.06853703409433365,0.28886666893959045,2.0
0.06121481582522392,0.036314815282821655,0.03681851923465729,0.03400370478630066,0.030755555257201195,0.032870370894670486,0.036677777767181396,0.04462592676281929,0.050200000405311584,0.04815926030278206,0.037933334708213806,0.034881480038166046,0.032777778804302216,0.03784073889255524,0.038962963968515396,0.03328148275613785,0.07432592660188675,0.2983555495738983,2.0
0.05213703587651253,0.02948518469929695,0.03280000016093254,0.03461851924657822,0.033718518912792206,0.039225924760103226,0.04431110993027687,0.056088887155056,0.06538888812065125,0.06097036972641945,0.04897037148475647,0.042992591857910156,0.03768148273229599,0.036537036299705505,0.03468518704175949,0.027488889172673225,0.062381479889154434,0.26051852107048035,2.0
0.05375185236334801,0.03977407515048981,0.027392592281103134,0.024096297100186348,0.020107407122850418,0.025340741500258446,0.0314851850271225,0.04714814946055412,0.05457407236099243,0.05089259147644043,0.03800370544195175,0.034122221171855927,0.02817407436668873,0.03364814817905426,0.03959999978542328,0.03548888862133026,0.08265555649995804,0.33374443650245667,2.0
0.06097407266497612,0.04107777774333954,0.03200370445847511,0.027840740978717804,0.024625925347208977,0.029155556112527847,0.03203333169221878,0.03818148002028465,0.039311110973358154,0.0405370369553566,0.035103704780340195,0.0333259254693985,0.02934444509446621,0.03644074127078056,0.04228148236870766,0.036985184997320175,0.07879259437322617,0.34198519587516785,2.0
0.06066666543483734,0.039092592895030975,0.03163333237171173,0.026859259232878685,0.02495555579662323,0.0291740745306015,0.03464074060320854,0.04605555534362793,0.05144074186682701,0.045944444835186005,0.03475185111165047,0.0316629633307457,0.027499999850988388,0.034251850098371506,0.039940740913152695,0.0357888899743557,0.07463333010673523,0.3310074210166931,2.0
0.0709814801812172,0.04670000076293945,0.03475555405020714,0.026100000366568565,0.020718518644571304,0.021488888189196587,0.02227037027478218,0.025603704154491425,0.027614815160632133,0.029685184359550476,0.026859259232878685,0.027185184881091118,0.026511110365390778,0.035507407039403915,0.044518519192934036,0.04197777807712555,0.09055185317993164,0.3809703588485718,2.0
0.06679999828338623,0.04257407411932945,0.034299999475479126,0.027677778154611588,0.02191481553018093,0.023766666650772095,0.025111110880970955,0.030322222039103508,0.03274074196815491,0.03535925969481468,0.031918518245220184,0.03082222305238247,0.02930000051856041,0.03684074059128761,0.04331481456756592,0.03946296125650406,0.08992963284254074,0.35784444212913513,2.0
0.05173333361744881,0.03489259257912636,0.030218519270420074,0.029822222888469696,0.029448147863149643,0.035774074494838715,0.04197037220001221,0.0483703687787056,0.0495629645884037,0.05071481317281723,0.04417037218809128,0.0406259261071682,0.03484814986586571,0.038192592561244965,0.0396481491625309,0.030303703621029854,0.06780000030994415,0.30190369486808777,2.0
