wav_0,wav_1,wav_2,wav_3,wav_4,wav_5,wav_6,wav_7,wav_8,wav_9,wav_10,wav_11,wav_12,wav_13,label
0.6976974658950035,0.1620172911455914,0.09885518016307673,0.09189694477756201,0.0816094218694452,0.07038926151465412,0.07632387987356284,0.07303467287699308,0.09266826150609284,0.11289433365960683,0.07005430755612078,0.06345662186905467,0.08831590290221103,0.07810462714972129,2.0
0.6457559800372402,0.3905515769063768,0.10258494301444306,0.09461110687221269,0.09553382818020409,0.0889431567166809,0.08221898764609137,0.08535396986257912,0.091077917346663,0.09955802775615806,0.08039257929092995,0.07537428124921992,0.09617617703412058,0.08848480053065459,2.0
0.6790315030839398,0.1460205924335236,0.09615889625532453,0.08478132369750521,0.08126277467602855,0.0763745894487958,0.0689861085641138,0.07100287076465339,0.07535491138139963,0.07649891047842178,0.059065267960496534,0.06180200828203396,0.07376003720710306,0.06962582144746399,2.0
0.582373812974355,0.36715635106712746,0.20986148831106088,0.22351301295647857,0.13482101884732586,0.12210201063624444,0.15881525265229757,0.19001503598644276,0.19881091216896274,0.24055579575243535,0.1117106776905487,0.11344854557912755,0.1645067771045296,0.20067498807764467,2.0
0.7250807462967768,0.43748826535340163,0.10516755674183968,0.11593169368655112,0.09138891725901765,0.11542400238805117,0.06693258257842212,0.08997746215475344,0.06882413900755531,0.0873343159680846,0.053583984160604725,0.076470753584471,0.047430455898461496,0.059743647086289486,2.0
0.5385333513793756,0.7880766358482878,0.1332814626884866,0.1569948540795076,0.09848150580068625,0.11217322262147128,0.08918667155103395,0.10644123925615077,0.10864215855488488,0.13883048434500467,0.07332058845380922,0.09063096797085148,0.07523173205281106,0.08741426052552011,2.0
0.693472893390607,0.06111534432234797,0.04471612382420475,0.05875299987826351,0.039106247000710435,0.04989654979859762,0.0327233641404179,0.04413322990911241,0.03642821091216706,0.047518394503571905,0.029161808086528244,0.038542607976936885,0.04638863749418868,0.045858332074664616,2.0
0.658668013225171,0.2199326741480866,0.07359278835642388,0.07761498035678416,0.05993457954737584,0.05629040389673771,0.05625766297910525,0.059179012490899255,0.0688507775077752,0.09059843736716798,0.04816296101975799,0.04972550292059498,0.06615909359986363,0.06718744541058269,2.0
0.6271678070596297,0.23969425791980997,0.1476954028231907,0.1305314276837233,0.16291519993904707,0.14216587584766954,0.13451995952930765,0.13279858687773483,0.14752786866311454,0.14708544016265798,0.1476359544244464,0.13899008626201917,0.14523198640777277,0.15159890124015674,2.0
0.7261814049923087,0.19895906181853346,0.17202568386894324,0.16605055126682317,0.19767099763521717,0.1841270316811913,0.15488467983264034,0.17161554996716696,0.1537617535720216,0.168361312068987,0.16229933800415092,0.1667804856405813,0.16847938508803562,0.19053957729697754,2.0
0.678091100438366,0.3859036485694158,0.04653693756324799,0.06590228981861963,0.04802709900920954,0.058316800485477265,0.04542295583705219,0.06122364061604508,0.051353175377273824,0.08486035800138884,0.045322741558357346,0.0556648621023601,0.05647703146376105,0.06262507521976483,2.0
0.6042701672391488,0.121265938775761,0.05828904771922483,0.06528306832627258,0.05444541392639138,0.04164037081493493,0.05957259696604349,0.050685046650987095,0.06347483503521055,0.08850271210221088,0.05535646719882005,0.04527958866977754,0.07705239598060604,0.06224231801505686,2.0
0.5611904272640327,0.3674838417148781,0.06338138705360309,0.05623933567151919,0.06469448875843455,0.051295762507048856,0.06822218565646393,0.05775970004412542,0.07395275932748893,0.09055210685671214,0.06982954409743809,0.056315490766137656,0.09282257788135004,0.0738239662615685,2.0
0.648530064421673,0.11642816835220912,0.06868270752804474,0.08619185099497274,0.0735099793525046,0.07228369033425146,0.07148154271035449,0.07968504203824202,0.09261320479877877,0.130390617297936,0.08129831426957862,0.08258768999589124,0.09253915378117124,0.09983461486470352,2.0
0.6712330947628556,0.18489349982308767,0.08551999532468518,0.10163306125298721,0.08778990412497617,0.09644267640808707,0.09036975303189528,0.10956810976588716,0.10096861450762035,0.120766674776503,0.0927995287284035,0.11030258496097788,0.11338244060042654,0.14139589128428035,2.0
0.7204927648710105,0.10033219518233832,0.07841849873683196,0.0657468822774409,0.06337335659019519,0.05142549224117767,0.060635105634015855,0.05349507795984142,0.06896038651350313,0.06529677503444384,0.05329566020960044,0.04570161618330909,0.07250130691308815,0.05800857678091452,2.0
0.6137883154274326,0.20735087918332887,0.08133936530170197,0.07450630400469262,0.06438887833513562,0.0539892376456716,0.0688775590625417,0.0652389706632878,0.08478663451177305,0.08327187194573278,0.060995499324803186,0.05349630301975072,0.08844537210470924,0.07720849684419874,2.0
0.6361125587414415,0.17660965188294547,0.05543872835257599,0.050915854421287286,0.04444016224684844,0.04226930951813148,0.04709052632372122,0.05636336980144225,0.053166030481734385,0.05060423472904652,0.04056965355910016,0.04063338492626763,0.0637804259487965,0.06382673083180095,2.0
0.668886989358081,0.36122650229691844,0.2804223847475568,0.3731521078899534,0.1615595811127652,0.23455564039460253,0.19632053115489462,0.31194544520669926,0.25784517869270596,0.3878963589790425,0.14542131817038487,0.2371369326809048,0.20490202223348178,0.339676073853513,2.0
0.6250208975867615,0.44630242323625385,0.2624550775424659,0.35915318436942867,0.20816313249990714,0.30975724517421793,0.20374097302357794,0.29566964256205286,0.2554846021426738,0.3568751837190889,0.1961056817967431,0.2956993665603785,0.2452817219958128,0.33932389469660335,2.0
0.348521610960003,0.765919155740308,0.09253539876811609,0.09044533866771054,0.0701360293412334,0.06469362347626162,0.06254174751938203,0.06197960771300161,0.08611848338557503,0.08850659199717516,0.056299991379287415,0.053023955880567415,0.06770634554981596,0.06199236692823798,2.0
