color_0,color_1,color_2,color_3,color_4,color_5,color_6,color_7,color_8,color_9,color_10,color_11,color_12,color_13,color_14,color_15,color_16,color_17,color_18,color_19,color_20,label
0.6905656175618572,0.25580460656369547,0.6434529984406473,0.19000643243771398,0.7618077993966683,0.12073515042578355,0.8547425374699995,0.5237350702685815,0.2848418691512788,0.17968531646995192,0.7361145016916499,0.12253699673737417,0.6905656175618572,0.25580460656369547,0.6246786641580301,0.6434529984406473,0.19000643243771398,0.7281889762081937,0.7618077993966683,0.12073515042578355,0.8039831478154018,2.0
0.6661432035778214,0.3672540834310697,0.6076345476200488,0.37501920165676594,0.7011602582351717,0.3886134997966416,0.8654966203958749,0.4427231121661823,0.27008589200528516,0.1729997421008505,0.6697676217071914,0.38416593136849453,0.6661432035778214,0.3672540834310697,0.5906270081183058,0.6076345476200488,0.37501920165676594,0.6128589794153142,0.7011602582351717,0.3886134997966416,0.7000407253525942,2.0
0.6490405750101718,0.18251143432657815,0.6068935490275291,0.16399367884649896,0.7896133525762877,0.14017647242467682,0.9064503817637923,0.4664933272282518,0.35044828664005384,0.12432984057371868,0.7659502786180424,0.13993661072655955,0.6490405750101718,0.18251143432657815,0.7040139402314829,0.6068935490275291,0.16399367884649896,0.7979801909298077,0.7896133525762877,0.14017647242467682,0.7623620100466005,2.0
0.5565873173610187,0.33803566849995764,0.5266236988612946,0.3410240892784167,0.6936853151406136,0.4076517254820815,0.8742430071502958,0.5663625788334656,0.3605218507489269,0.15950330180150124,0.6595002113369383,0.40656336701079365,0.5565873173610187,0.33803566849995764,0.6048898829421236,0.5266236988612946,0.3410240892784167,0.6194790178364001,0.6936853151406136,0.4076517254820815,0.716690824102637,2.0
0.7102104610524195,0.46264789068341167,0.6741312095336083,0.4890477078073458,0.7773539480184906,0.35814226947545813,0.8544624375359671,0.5290723282740707,0.2750617969229314,0.2662396778301031,0.7526500577719408,0.3581867704254431,0.7102104610524195,0.46264789068341167,0.6998324769376999,0.6741312095336083,0.4890477078073458,0.813562967035648,0.7773539480184906,0.35814226947545813,0.8223421673777064,2.0
0.5411788029157817,0.7212222724535751,0.5164320185908767,0.7906166137620384,0.6008270757560477,0.7493589254035149,0.846443379629106,0.560608445721825,0.35167356331338234,0.5140359942410488,0.5572461622734731,0.7482020563542454,0.5411788029157817,0.7212222724535751,0.6788085929531518,0.5164320185908767,0.7906166137620384,0.744416695688643,0.6008270757560477,0.7493589254035149,0.8086858042540098,2.0
0.5903991265321598,0.07527180781913902,0.6443205868801112,0.07597021872302705,0.7833093115558579,0.07330633134470242,0.5254277291222209,0.9798651156338701,0.3147508616987461,0.0871419964286268,0.7588723002377602,0.07314889673706508,0.5903991265321598,0.07527180781913902,0.5610195585526013,0.6443205868801112,0.07597021872302705,0.6061813488380993,0.7833093115558579,0.07330633134470242,0.7720525873563128,2.0
0.5402841095932104,0.1921226528591527,0.6237936040812496,0.2059389434048207,0.7466485471399191,0.23977268593747655,0.22162602781304674,0.8056058234330348,0.3298235988287283,0.11052185025881518,0.7180751482277463,0.23924074540506746,0.5402841095932104,0.1921226528591527,0.5633658916766053,0.6237936040812496,0.2059389434048207,0.5859073404825285,0.7466485471399191,0.23977268593747655,0.6834013513700089,2.0
0.6020095154371442,0.2442922163910901,0.5647498639624875,0.23282963359203682,0.734263634645999,0.2507013634973024,0.9470227095047002,0.3213000343888419,0.3485144929017369,0.11949175301753953,0.7043814202667973,0.2503063548680287,0.6020095154371442,0.2442922163910901,0.5773209350051395,0.5647498639624875,0.23282963359203682,0.6076971655100123,0.734263634645999,0.2507013634973024,0.6140461087749473,2.0
0.6683895810353239,0.2528153585554969,0.6499407502741598,0.24450726887733534,0.8376064543473459,0.16797656007872253,0.8987970024221351,0.5307098960712094,0.3495758100995722,0.18954180653054076,0.8197000476035288,0.16794787083078633,0.6683895810353239,0.2528153585554969,0.639590959924943,0.6499407502741598,0.24450726887733534,0.6949516044377316,0.8376064543473459,0.16797656007872253,0.753482251865863,2.0
