wav_0,wav_1,wav_2,wav_3,wav_4,wav_5,wav_6,wav_7,wav_8,wav_9,wav_10,wav_11,wav_12,wav_13,label
713.6990356445312,71.36080932617188,4.300507545471191,6.6073222160339355,4.040544509887695,5.784856796264648,2.3956210613250732,3.5686824321746826,1.6824681758880615,3.1182823181152344,1.5632961988449097,2.3118538856506348,0.9701452255249023,1.4014790058135986,2.0
678.4467163085938,144.85406494140625,4.428523540496826,6.7550835609436035,4.562586307525635,6.828476428985596,2.532158136367798,4.001033306121826,1.6625479459762573,2.8396480083465576,1.7145551443099976,2.5962774753570557,1.023911714553833,1.517863154411316,2.0
701.0305786132812,66.21650695800781,4.207963466644287,6.21994161605835,4.027548313140869,6.121519565582275,2.225670337677002,3.49737548828125,1.4656057357788086,2.3578758239746094,1.4025158882141113,2.2723653316497803,0.8705790042877197,1.3064132928848267,2.0
635.4296875,137.33050537109375,8.110557556152344,13.772615432739258,6.035507678985596,8.693595886230469,4.306210517883301,7.67415714263916,3.0119829177856445,5.7855024337768555,2.17276930809021,3.5049474239349365,1.4913122653961182,2.775757312774658,2.0
732.2838745117188,159.94821166992188,4.5171661376953125,7.915794849395752,4.407188892364502,8.317971229553223,2.1781084537506104,4.163296699523926,1.3838030099868774,2.584259033203125,1.3223193883895874,2.622445583343506,0.6904772520065308,1.1956127882003784,2.0
605.6754760742188,272.6922607421875,5.482114791870117,10.1513090133667,4.673098087310791,8.13512134552002,2.6935372352600098,4.741099834442139,1.882552981376648,3.6601641178131104,1.611085057258606,2.9603893756866455,0.8806458115577698,1.5058600902557373,2.0
710.8318481445312,38.9122314453125,2.4423022270202637,4.802937030792236,2.447052240371704,4.632182598114014,1.3857859373092651,2.5543742179870605,0.978020191192627,1.75238835811615,0.964999258518219,1.717262864112854,0.6833509206771851,1.0399284362792969,2.0
687.2100219726562,89.98554229736328,3.4334309101104736,5.829799652099609,3.2279300689697266,4.991824150085449,1.93086576461792,3.0824122428894043,1.38413667678833,2.652456045150757,1.243004560470581,1.984150767326355,0.8185864090919495,1.2790738344192505,2.0
665.8310546875,96.340576171875,5.976841926574707,8.710617065429688,7.088790416717529,9.822148323059082,3.7435052394866943,5.666121959686279,2.3696250915527344,3.832634210586548,2.6983909606933594,4.1145148277282715,1.3594672679901123,2.225508451461792,2.0
733.0308837890625,83.24073791503906,6.811925888061523,10.644309043884277,8.391824722290039,12.182379722595215,4.215174198150635,7.028419494628906,2.447709083557129,4.277149200439453,2.912930488586426,4.777752876281738,1.5184860229492188,2.6621174812316895,2.0
700.392333984375,143.35935974121094,2.5047976970672607,5.192150592803955,2.7815051078796387,5.105804920196533,1.6799222230911255,3.1541693210601807,1.164966344833374,2.5325708389282227,1.2014493942260742,2.1258978843688965,0.7523583769798279,1.2279198169708252,2.0
650.2905883789062,58.255775451660156,2.90816330909729,5.158439636230469,3.022135019302368,4.167788982391357,2.007643222808838,2.7843129634857178,1.3167990446090698,2.608670234680176,1.348252534866333,1.8780457973480225,0.8930996656417847,1.223628282546997,2.0
621.0526733398438,137.43582153320312,3.08294677734375,4.666090965270996,3.4063844680786133,4.710885524749756,2.207977056503296,3.0326008796691895,1.4480427503585815,2.6514880657196045,1.5600076913833618,2.141425609588623,1.0009721517562866,1.3534835577011108,2.0
680.3294677734375,56.70001983642578,3.2649030685424805,6.296731948852539,3.736887216567993,5.891414642333984,2.2834672927856445,3.802079916000366,1.6817785501480103,3.483830690383911,1.7278069257736206,2.768430709838867,0.9990334510803223,1.645119071006775,2.0
695.7378540039062,78.71746063232422,3.842806339263916,7.137364864349365,4.2722578048706055,7.250309467315674,2.7209386825561523,4.850838661193848,1.7864362001419067,3.2827584743499756,1.8960808515548706,3.4298667907714844,1.141607403755188,2.1111106872558594,2.0
729.1700439453125,51.5237922668457,3.599062919616699,5.183690071105957,3.356853723526001,4.718182563781738,2.032252073287964,2.882932186126709,1.3855096101760864,2.123830556869507,1.318100929260254,1.888117790222168,0.8619689345359802,1.1761589050292969,2.0
656.75048828125,85.93942260742188,3.699315309524536,5.660560607910156,3.3949267864227295,4.8623881340026855,2.223156213760376,3.29508900642395,1.583745002746582,2.499382734298706,1.4307570457458496,2.074143648147583,0.9710308313369751,1.391431450843811,2.0
671.9017944335938,76.05349731445312,2.8103322982788086,4.376276016235352,2.647026777267456,4.203165531158447,1.7185449600219727,2.983596086502075,1.1876736879348755,1.816860556602478,1.1319071054458618,1.7671607732772827,0.8023156523704529,1.241392970085144,2.0
694.1455688476562,135.42355346679688,10.5324068069458,21.919097900390625,7.037966728210449,15.018888473510742,5.174873352050781,11.95335578918457,3.7514305114746094,8.863876342773438,2.6659886837005615,6.456860542297363,1.7676271200180054,4.334259510040283,2.0
664.3739624023438,162.78271484375,9.915718078613281,21.156984329223633,8.785186767578125,19.248828887939453,5.346738815307617,11.382149696350098,3.721862554550171,8.215753555297852,3.407550096511841,7.854495525360107,2.0438356399536133,4.330310821533203,2.0
476.7158508300781,265.5667419433594,4.083594799041748,6.528295516967773,3.61039400100708,5.464488506317139,2.0764119625091553,3.1807003021240234,1.6004273891448975,2.6087512969970703,1.3620572090148926,2.062870740890503,0.8291700482368469,1.2208257913589478,2.0
707.9701538085938,158.691162109375,3.763356924057007,7.199376583099365,3.664140224456787,8.7789888381958,2.6131019592285156,5.27931547164917,1.7873353958129883,3.131713390350342,1.6937100887298584,3.88287091255188,1.0696334838867188,1.690985083580017,2.0
671.3955688476562,155.19976806640625,4.301591873168945,7.4726715087890625,5.061049461364746,9.522456169128418,2.743997097015381,5.186311721801758,1.5915229320526123,2.7838776111602783,1.8816298246383667,3.7792718410491943,0.9924658536911011,1.690158724784851,2.0
